Date,Open,High,Low,Close,Adj Close,Volume,polarity,subjectivity
2017-07-16,1991.97998,2058.77002,1843.030029,1929.819946,1929.819946,1182870016,0.1582473697188887,0.3296463733172594
2017-07-17,1932.619995,2230.48999,1932.619995,2228.409912,2228.409912,1201760000,0.1544406549108384,0.3649346677787044
2017-07-18,2233.52002,2387.610107,2164.77002,2318.879883,2318.879883,1512450048,0.12502368851261256,0.3765155510804245
2017-07-19,2323.080078,2397.169922,2260.22998,2273.429932,2273.429932,1245100032,0.09249691974691975,0.4185070762570763
2017-07-20,2269.889893,2900.699951,2269.889893,2817.600098,2817.600098,2249260032,0.18925269645608628,0.4000657299386113
2017-07-21,2838.409912,2838.409912,2621.850098,2667.76001,2667.76001,1489449984,0.14068490808708198,0.40817648535039835
2017-07-22,2668.629883,2862.419922,2657.709961,2810.120117,2810.120117,1177129984,0.14395485977169145,0.39883388338833886
2017-07-23,2808.100098,2832.179932,2653.939941,2730.399902,2730.399902,1072840000,0.1349088440798967,0.4261641983747247
2017-07-24,2732.699951,2777.26001,2699.189941,2754.860107,2754.860107,866473984,0.14576017851506134,0.41524278499278494
2017-07-25,2757.5,2768.080078,2480.959961,2576.47998,2576.47998,1460089984,0.1405951540042449,0.4359119247755611
2017-07-26,2577.77002,2610.76001,2450.800049,2529.449951,2529.449951,937404032,0.1392102094293216,0.4482222413348241
2017-07-27,2538.709961,2693.320068,2529.340088,2671.780029,2671.780029,789104000,0.1642593378146142,0.4121484043594596
2017-07-28,2679.72998,2897.449951,2679.72998,2809.01001,2809.01001,1380099968,0.1985128289983662,0.45797994705019496
2017-07-29,2807.02002,2808.76001,2692.800049,2726.449951,2726.449951,803745984,0.1922458225108225,0.4174350937950938
2017-07-30,2724.389893,2758.530029,2644.850098,2757.179932,2757.179932,705942976,0.1879424202340869,0.41520433089060543
2017-07-31,2763.23999,2889.620117,2720.610107,2875.340088,2875.340088,860574976,0.23688231032743226,0.43721134105280446
2017-08-01,2871.300049,2921.350098,2685.610107,2718.26001,2718.26001,1324669952,0.17504651663036755,0.3972568930954024
2017-08-02,2727.129883,2762.530029,2668.590088,2710.669922,2710.669922,1094950016,0.2144102995376881,0.39627365557301863
2017-08-03,2709.560059,2813.310059,2685.139893,2804.72998,2804.72998,804796992,0.19142340067340066,0.37339790764790765
2017-08-04,2806.929932,2899.330078,2743.719971,2895.889893,2895.889893,1002120000,0.20889080459770115,0.4261156640294571
2017-08-05,2897.629883,3290.01001,2874.830078,3252.909912,3252.909912,1945699968,0.17946414229096522,0.4163471721180054
2017-08-06,3257.610107,3293.290039,3155.600098,3213.939941,3213.939941,1105030016,0.21029302975505507,0.4099382157926462
2017-08-07,3212.780029,3397.679932,3180.889893,3378.939941,3378.939941,1482279936,0.20245670995670997,0.41834763384763385
2017-08-08,3370.219971,3484.850098,3345.830078,3419.939941,3419.939941,1752760064,0.16319823318627147,0.405218573292736
2017-08-09,3420.399902,3422.76001,3247.669922,3342.469971,3342.469971,1468960000,0.1334365353352695,0.43965985959656845
2017-08-10,3341.840088,3453.449951,3319.469971,3381.280029,3381.280029,1515110016,0.13169549462882796,0.42223916947250284
2017-08-11,3373.820068,3679.719971,3372.120117,3650.620117,3650.620117,2021190016,0.13719445346320347,0.42446468253968256
2017-08-12,3650.629883,3949.919922,3613.699951,3884.709961,3884.709961,2219589888,0.16975100849954822,0.42351738344729
2017-08-13,3880.040039,4208.390137,3857.800049,4073.26001,4073.26001,3159089920,0.1737509445403884,0.5084300226568774
2017-08-14,4066.100098,4325.129883,3989.159912,4325.129883,4325.129883,2463089920,0.156788846142442,0.4417564259687547
2017-08-15,4326.990234,4455.970215,3906.179932,4181.930176,4181.930176,3258050048,0.17647932622932624,0.4321765086765087
2017-08-16,4200.339844,4381.22998,3994.419922,4376.629883,4376.629883,2272039936,0.18027736911525974,0.42501318993506493
2017-08-17,4384.439941,4484.700195,4243.709961,4331.689941,4331.689941,2553359872,0.1726872394580728,0.41379375015525255
2017-08-18,4324.339844,4370.129883,4015.399902,4160.620117,4160.620117,2941710080,0.20920999390071554,0.454020618556701
2017-08-19,4137.75,4243.259766,3970.550049,4193.700195,4193.700195,2975820032,0.22193703703703704,0.42779432419432417
2017-08-20,4189.310059,4196.290039,4069.879883,4087.659912,4087.659912,2109769984,0.22690832098550218,0.4281130092875059
2017-08-21,4090.47998,4109.140137,3988.600098,4001.73999,4001.73999,2800890112,0.23995380158170854,0.4464319272458807
2017-08-22,3998.350098,4128.759766,3674.580078,4100.52002,4100.52002,3764239872,0.16586591296337058,0.42801524119320733
2017-08-23,4089.01001,4255.779785,4078.409912,4151.52002,4151.52002,2369819904,0.2049497029163125,0.4610381785895485
2017-08-24,4137.600098,4376.390137,4130.259766,4334.680176,4334.680176,2037750016,0.2010762506012506,0.4579234888568222
2017-08-25,4332.819824,4455.700195,4307.350098,4371.600098,4371.600098,1727970048,0.22134709369497363,0.4947273394740355
2017-08-26,4372.060059,4379.279785,4269.52002,4352.399902,4352.399902,1511609984,0.18551207482993196,0.4700362399505257
2017-08-27,4345.100098,4416.589844,4317.290039,4382.879883,4382.879883,1537459968,0.21255852943352943,0.43075995763495767
2017-08-28,4384.450195,4403.930176,4224.640137,4382.660156,4382.660156,1959330048,0.24153162338726497,0.5096451770124336
2017-08-29,4389.209961,4625.680176,4352.129883,4579.02002,4579.02002,2486080000,0.2079865539240539,0.5043072943072943
2017-08-30,4570.359863,4626.52002,4471.410156,4565.299805,4565.299805,1937849984,0.17667783013057403,0.43703260831309615
2017-08-31,4555.589844,4736.049805,4549.399902,4703.390137,4703.390137,1944930048,0.17384691432064042,0.4734939878769497
2017-09-01,4701.759766,4892.009766,4678.529785,4892.009766,4892.009766,2599079936,0.16815404047845262,0.42945118321355946
2017-09-02,4901.419922,4975.040039,4469.240234,4578.77002,4578.77002,2722139904,0.19184692883001153,0.45544871829646266
2017-09-03,4585.27002,4714.080078,4417.589844,4582.959961,4582.959961,1933190016,0.14713817973708546,0.45548714457384487
2017-09-04,4591.629883,4591.629883,4108.399902,4236.310059,4236.310059,2987330048,0.1827451083035322,0.44598860237990673
2017-09-05,4228.290039,4427.839844,3998.110107,4376.529785,4376.529785,2697969920,0.17683523977063303,0.43507448751830774
2017-09-06,4376.589844,4617.25,4376.589844,4597.120117,4597.120117,2172100096,0.19267182492831844,0.4174852888813928
2017-09-07,4589.140137,4655.040039,4491.330078,4599.879883,4599.879883,1844620032,0.19151663202824706,0.40140489918144784
2017-09-08,4605.160156,4661.0,4075.179932,4228.75,4228.75,2700890112,0.19366381332430715,0.4409172263493251
2017-09-09,4229.810059,4308.819824,4114.109863,4226.060059,4226.060059,1386230016,0.1716302880288029,0.39982024988213105
2017-09-10,4229.339844,4245.439941,3951.040039,4122.939941,4122.939941,1679090048,0.16197560305967384,0.3948529543219809
2017-09-11,4122.470215,4261.669922,4099.399902,4161.27002,4161.27002,1557330048,0.15765599421586815,0.4219420950198261
2017-09-12,4168.879883,4344.649902,4085.219971,4130.810059,4130.810059,1864530048,0.18617770253957025,0.41329696352069895
2017-09-13,4131.97998,4131.97998,3789.919922,3882.590088,3882.590088,2219409920,0.16509507719695357,0.4168676400484436
2017-09-14,3875.370117,3920.600098,3153.860107,3154.949951,3154.949951,2716310016,0.18244891785628395,0.41132172060743494
2017-09-15,3166.300049,3733.449951,2946.620117,3637.52002,3637.52002,4148069888,0.1677788132649244,0.424748810859922
2017-09-16,3637.75,3808.840088,3487.790039,3625.040039,3625.040039,1818400000,0.15940909865958694,0.43202588102002165
2017-09-17,3606.280029,3664.810059,3445.639893,3582.879883,3582.879883,1239149952,0.18674574793892976,0.440235730178912
2017-09-18,3591.090088,4079.22998,3591.090088,4065.199951,4065.199951,1943209984,0.17969381628472536,0.42164106516379246
2017-09-19,4073.790039,4094.070068,3868.870117,3924.969971,3924.969971,1563980032,0.19934346694135852,0.4571535347740167
2017-09-20,3916.360107,4031.389893,3857.72998,3905.949951,3905.949951,1213830016,0.17073221320966164,0.4324577389010379
2017-09-21,3901.469971,3916.419922,3613.629883,3631.040039,3631.040039,1411480064,0.16952577545505176,0.4026973842434369
2017-09-22,3628.02002,3758.27002,3553.530029,3630.699951,3630.699951,1194829952,0.1523056124226075,0.3717291137980793
2017-09-23,3629.919922,3819.209961,3594.580078,3792.399902,3792.399902,928113984,0.14583128852714106,0.41597863094406873
2017-09-24,3796.149902,3796.149902,3666.899902,3682.840088,3682.840088,768014976,0.1713038156494221,0.4329749492806424
2017-09-25,3681.580078,3950.25,3681.580078,3926.070068,3926.070068,1374210048,0.19781501831501833,0.41866408428173135
2017-09-26,3928.409912,3969.889893,3869.899902,3892.350098,3892.350098,1043740032,0.16379837672653236,0.42966420743381534
2017-09-27,3892.939941,4210.049805,3884.820068,4200.669922,4200.669922,1686880000,0.20365175871545296,0.41948201303296845
2017-09-28,4197.129883,4279.310059,4109.700195,4174.72998,4174.72998,1712320000,0.1719416767310789,0.4397068380492294
2017-09-29,4171.620117,4214.629883,4039.290039,4163.069824,4163.069824,1367049984,0.16673679887259024,0.4459279502804682
2017-09-30,4166.109863,4358.430176,4160.859863,4338.709961,4338.709961,1207449984,0.14190881597676655,0.4213151448035169
2017-10-01,4341.049805,4403.740234,4269.810059,4403.740234,4403.740234,1208210048,0.19927249134473468,0.418332400594758
2017-10-02,4395.810059,4470.22998,4377.459961,4409.319824,4409.319824,1431730048,0.18488820312826765,0.4102387879833532
2017-10-03,4408.459961,4432.470215,4258.890137,4317.47998,4317.47998,1288019968,0.17880765413988003,0.4127326300499058
2017-10-04,4319.370117,4352.310059,4210.419922,4229.359863,4229.359863,1116770048,0.17009095714298506,0.41212750606367626
2017-10-05,4229.879883,4362.640137,4164.049805,4328.410156,4328.410156,1161769984,0.16793062059790684,0.4367347666790046
2017-10-06,4324.459961,4413.27002,4320.529785,4370.810059,4370.810059,1069939968,0.1797416611166611,0.39802274114774117
2017-10-07,4369.350098,4443.879883,4321.049805,4426.890137,4426.890137,906928000,0.1576961294076293,0.49501622276076845
2017-10-08,4429.669922,4624.140137,4405.640137,4610.47998,4610.47998,1313869952,0.18353394902079193,0.49990567232598754
2017-10-09,4614.52002,4878.709961,4564.25,4772.02002,4772.02002,1968739968,0.1723964697389863,0.5072885383475101
2017-10-10,4776.209961,4922.169922,4765.100098,4781.990234,4781.990234,1597139968,0.1620239666935302,0.5044986278729895
2017-10-11,4789.25,4873.72998,4751.629883,4826.47998,4826.47998,1222279936,0.17016892875024628,0.493749988931918
2017-10-12,4829.580078,5446.910156,4822.0,5446.910156,5446.910156,2791610112,0.16624732179295124,0.4289812367864693
2017-10-13,5464.160156,5840.299805,5436.850098,5647.209961,5647.209961,3615480064,0.17164829312712376,0.43191925010473403
2017-10-14,5643.529785,5837.700195,5591.640137,5831.790039,5831.790039,1669030016,0.17079807949416576,0.4306379288088554
2017-10-15,5835.959961,5852.47998,5478.609863,5678.189941,5678.189941,1976039936,0.17409298403616585,0.42081868888687074
2017-10-16,5687.569824,5776.22998,5544.209961,5725.589844,5725.589844,2008070016,0.15031255076784877,0.41055354873235667
2017-10-17,5741.580078,5800.350098,5472.720215,5605.509766,5605.509766,1821570048,0.15352889445858198,0.41292299320424325
2017-10-18,5603.819824,5603.819824,5151.439941,5590.689941,5590.689941,2399269888,0.1590517183709148,0.40547058761344473
2017-10-19,5583.740234,5744.350098,5531.060059,5708.52002,5708.52002,1780540032,0.1678616127122103,0.3786019989306842
2017-10-20,5708.109863,6060.109863,5627.22998,6011.450195,6011.450195,2354429952,0.15219003458227598,0.3975459075566834
2017-10-21,5996.790039,6194.879883,5965.069824,6031.600098,6031.600098,2207099904,0.18517038137856154,0.3915642984466514
2017-10-22,6036.660156,6076.259766,5792.339844,6008.419922,6008.419922,2034630016,0.16819389547650415,0.3751629389129389
2017-10-23,6006.0,6075.589844,5732.470215,5930.319824,5930.319824,2401840128,0.1912621382612821,0.42132169707512174
2017-10-24,5935.52002,5935.52002,5504.180176,5526.640137,5526.640137,2735699968,0.183132805064321,0.41081748334407914
2017-10-25,5524.600098,5754.330078,5397.879883,5750.799805,5750.799805,1966989952,0.17579256049766612,0.4189900344829922
2017-10-26,5747.950195,5976.799805,5721.220215,5904.830078,5904.830078,1905040000,0.1758868702219766,0.42527741958593024
2017-10-27,5899.740234,5988.390137,5728.819824,5780.899902,5780.899902,1710130048,0.18704983634251926,0.43696029986273893
2017-10-28,5787.819824,5876.720215,5689.189941,5753.089844,5753.089844,1403920000,0.15542156403267515,0.4372777428332984
2017-10-29,5754.439941,6255.709961,5724.580078,6153.850098,6153.850098,2859040000,0.15672651179230127,0.41937036647562964
2017-10-30,6114.850098,6214.990234,6040.850098,6130.529785,6130.529785,1772150016,0.17707580266955267,0.43120167877757165
2017-10-31,6132.02002,6470.430176,6103.330078,6468.399902,6468.399902,2311379968,0.1685313461173553,0.4300155994192691
2017-11-01,6440.970215,6767.310059,6377.879883,6767.310059,6767.310059,2870320128,0.15368571150050928,0.4104015735081912
2017-11-02,6777.77002,7367.330078,6758.720215,7078.5,7078.5,4653770240,0.16361625607988756,0.42609696098920236
2017-11-03,7087.529785,7461.290039,7002.939941,7207.759766,7207.759766,3369860096,0.17514992837693133,0.4203250014080875
2017-11-04,7164.47998,7492.859863,7031.279785,7379.950195,7379.950195,2483800064,0.1812970157703304,0.3930792948208679
2017-11-05,7404.52002,7617.47998,7333.189941,7407.410156,7407.410156,2380410112,0.15908105993333266,0.40300811982630164
2017-11-06,7403.220215,7445.77002,7007.310059,7022.759766,7022.759766,3111899904,0.14915114176122699,0.426149116298264
2017-11-07,7023.100098,7253.319824,7023.100098,7144.379883,7144.379883,2326340096,0.1761788684780714,0.43339467047928115
2017-11-08,7141.379883,7776.419922,7114.02002,7459.689941,7459.689941,4602200064,0.18116680997226112,0.4182734777058085
2017-11-09,7446.830078,7446.830078,7101.52002,7143.580078,7143.580078,3226249984,0.18039548801140518,0.38884736866190117
2017-11-10,7173.72998,7312.0,6436.870117,6618.140137,6618.140137,5208249856,0.19519188788225358,0.38478860658991665
2017-11-11,6618.609863,6873.149902,6204.220215,6357.600098,6357.600098,4908680192,0.14575419868139006,0.4018091211462581
2017-11-12,6295.450195,6625.049805,5519.009766,5950.069824,5950.069824,8957349888,0.1783956070417513,0.4110078222404093
2017-11-13,5938.25,6811.189941,5844.290039,6559.490234,6559.490234,6263249920,0.17169464144406543,0.3974030296380527
2017-11-14,6561.47998,6764.97998,6461.75,6635.75,6635.75,3197110016,0.2132747309751774,0.4167508749008749
2017-11-15,6634.759766,7342.25,6634.759766,7315.540039,7315.540039,4200880128,0.20593021126528732,0.40323105443352597
2017-11-16,7323.240234,7967.379883,7176.580078,7871.689941,7871.689941,5123809792,0.1797966469837093,0.4092033210590634
2017-11-17,7853.569824,8004.589844,7561.089844,7708.990234,7708.990234,4651670016,0.20103018278018275,0.41598725981620716
2017-11-18,7697.209961,7884.990234,7463.439941,7790.149902,7790.149902,3667190016,0.18912216426560688,0.4219265054920792
2017-11-19,7766.029785,8101.910156,7694.100098,8036.490234,8036.490234,3149319936,0.17557233567559655,0.39710099441621177
2017-11-20,8039.069824,8336.860352,7949.359863,8200.639648,8200.639648,3488450048,0.1902579866321151,0.40105409818158827
2017-11-21,8205.740234,8348.660156,7762.709961,8071.259766,8071.259766,4277609984,0.18543063616277902,0.4062339019005686
2017-11-22,8077.950195,8302.259766,8075.470215,8253.549805,8253.549805,3633530112,0.19541632160626862,0.3883140103829759
2017-11-23,8232.379883,8267.400391,8038.77002,8038.77002,8038.77002,4225179904,0.16487266206016207,0.3890716201010319
2017-11-24,8074.02002,8374.160156,7940.930176,8253.69043,8253.69043,5058610176,0.18547708214217648,0.3788325573797272
2017-11-25,8241.709961,8790.919922,8191.149902,8790.919922,8790.919922,4342060032,0.15644235197672698,0.3927030229030229
2017-11-26,8789.040039,9522.929688,8775.589844,9330.549805,9330.549805,5475579904,0.19673759725877665,0.4179573659390935
2017-11-27,9352.719727,9818.349609,9352.719727,9818.349609,9818.349609,5653320192,0.16406866585971333,0.4161871546637433
2017-11-28,9823.429688,10125.700195,9736.299805,10058.799805,10058.799805,6348819968,0.20561672692243346,0.4205899699636113
2017-11-29,10077.400391,11517.400391,9601.030273,9888.610352,9888.610352,11568799744,0.15020718645096265,0.44187567750984946
2017-11-30,9906.790039,10801.0,9202.049805,10233.599609,10233.599609,8310689792,0.1879661209927038,0.3949172209058095
2017-12-01,10198.599609,11046.700195,9694.650391,10975.599609,10975.599609,6783119872,0.18665348665839282,0.42796243271328593
2017-12-02,10978.299805,11320.200195,10905.099609,11074.599609,11074.599609,5138500096,0.20252623862807054,0.4135166456574503
2017-12-03,11082.700195,11858.700195,10862.0,11323.200195,11323.200195,6608309760,0.19194042384200805,0.4254336916619903
2017-12-04,11315.400391,11657.200195,11081.799805,11657.200195,11657.200195,6132409856,0.21243731574220504,0.4379892050002751
2017-12-05,11685.700195,12032.0,11604.599609,11916.700195,11916.700195,6895260160,0.12511452082528307,0.4422979861651949
2017-12-06,11923.400391,14369.099609,11923.400391,14291.5,14291.5,12656300032,0.07759782278117895,0.4456780791546417
2017-12-07,14266.099609,17899.699219,14057.299805,17899.699219,17899.699219,17950699520,0.07081029352742015,0.4484613684776022
2017-12-08,17802.900391,18353.400391,14336.900391,16569.400391,16569.400391,21135998976,0.15600349605297606,0.5178481789559799
2017-12-09,16523.300781,16783.0,13674.900391,15178.200195,15178.200195,13911300096,0.1608201977476788,0.5196742655891822
2017-12-10,15168.400391,15850.599609,13226.599609,15455.400391,15455.400391,13433299968,0.17361118778412982,0.4243650719927968
2017-12-11,15427.400391,17513.900391,15404.799805,16936.800781,16936.800781,12153900032,0.16364974507552635,0.41860914094173024
2017-12-12,16919.800781,17781.800781,16571.599609,17415.400391,17415.400391,14603799552,0.12569684098704198,0.4073424876003393
2017-12-13,17500.0,17653.099609,16039.700195,16408.199219,16408.199219,12976900096,0.11593724121430307,0.40202000861633597
2017-12-14,16384.599609,17085.800781,16185.900391,16564.0,16564.0,13777399808,0.1180714619823276,0.4200207221820418
2017-12-15,16601.300781,18154.099609,16601.300781,17706.900391,17706.900391,14309999616,0.09637435120369517,0.4102134866053306
2017-12-16,17760.300781,19716.699219,17515.300781,19497.400391,19497.400391,12740599808,0.13822063858928266,0.4153363171668257
2017-12-17,19475.800781,20089.0,18974.099609,19140.800781,19140.800781,13314599936,0.1943798407735069,0.40076075956109514
2017-12-18,19106.400391,19371.0,18355.900391,19114.199219,19114.199219,14839499776,0.20235601273218828,0.432639395899584
2017-12-19,19118.300781,19177.800781,17275.400391,17776.699219,17776.699219,16894499840,0.14268007365494648,0.4318230418806
2017-12-20,17760.300781,17934.699219,16077.700195,16624.599609,16624.599609,22149699584,0.10857819064157975,0.43777413933276466
2017-12-21,16642.400391,17567.699219,15342.700195,15802.900391,15802.900391,16516599808,0.1388180147146541,0.436961819393863
2017-12-22,15898.0,15943.400391,11833.0,13831.799805,13831.799805,22197999616,0.1196481028694465,0.4346295067861363
2017-12-23,13948.700195,15603.200195,13828.799805,14699.200195,14699.200195,13086000128,0.11343301267124617,0.4235067375348549
2017-12-24,14608.200195,14626.0,12747.700195,13925.799805,13925.799805,11572299776,0.13253127031498244,0.4118561418659903
2017-12-25,13995.900391,14593.0,13448.900391,14026.599609,14026.599609,10664699904,0.1526091528883479,0.4061647410286866
2017-12-26,14036.599609,16461.199219,14028.900391,16099.799805,16099.799805,13454300160,0.1454889581491233,0.4249577933034653
2017-12-27,16163.5,16930.900391,15114.299805,15838.5,15838.5,12487600128,0.13246669710165285,0.4450366629846718
2017-12-28,15864.099609,15888.400391,13937.299805,14606.5,14606.5,12336499712,0.12175258339107459,0.42584968814429164
2017-12-29,14695.799805,15279.0,14307.0,14656.200195,14656.200195,13025500160,0.13699300136784512,0.43394984788359786
2017-12-30,14681.900391,14681.900391,12350.099609,12952.200195,12952.200195,14452599808,0.1465997666640118,0.4129630145527873
2017-12-31,12897.700195,14377.400391,12755.599609,14156.400391,14156.400391,12136299520,0.1426707689248539,0.4186350773006547
2018-01-01,14112.200195,14112.200195,13154.700195,13657.200195,13657.200195,10291200000,0.12014012438371813,0.4603373833573834
2018-01-02,13625.0,15444.599609,13163.599609,14982.099609,14982.099609,16846600192,0.1338803543064134,0.450836196443414
2018-01-03,14978.200195,15572.799805,14844.5,15201.0,15201.0,16871900160,0.15390583135699476,0.4331000383294756
2018-01-04,15270.700195,15739.700195,14522.200195,15599.200195,15599.200195,21783199744,0.1549136488796446,0.44533363134668486
2018-01-05,15477.200195,17705.199219,15202.799805,17429.5,17429.5,23840899072,0.11593850912634598,0.42344579960147954
2018-01-06,17462.099609,17712.400391,16764.599609,17527.0,17527.0,18314600448,0.12031893532891479,0.45941448139136704
2018-01-07,17527.300781,17579.599609,16087.700195,16477.599609,16477.599609,15866000384,0.1069118290458674,0.405854913864867
2018-01-08,16476.199219,16537.900391,14208.200195,15170.099609,15170.099609,18413899776,0.12421719065707446,0.4126804977564165
2018-01-09,15123.700195,15497.5,14424.0,14595.400391,14595.400391,16659999744,0.11149331740258261,0.4133885593832131
2018-01-10,14588.5,14973.299805,13691.200195,14973.299805,14973.299805,18500800512,0.13240476479286523,0.41740538442230585
2018-01-11,14968.200195,15018.799805,13105.900391,13405.799805,13405.799805,16534099968,0.17413144986359272,0.44596439541082394
2018-01-12,13453.900391,14229.900391,13158.099609,13980.599609,13980.599609,12065699840,0.15268568052824497,0.44575761694169397
2018-01-13,13952.400391,14659.5,13952.400391,14360.200195,14360.200195,12763599872,0.1265116987026454,0.4320628010333893
2018-01-14,14370.799805,14511.799805,13268.0,13772.0,13772.0,11084099584,0.10954707927768273,0.4254641319727526
2018-01-15,13767.299805,14445.5,13641.700195,13819.799805,13819.799805,12750799872,0.13257875399522595,0.4186868129274671
2018-01-16,13836.099609,13843.099609,10194.900391,11490.5,11490.5,18853799936,0.1085912914769415,0.43610408993352456
2018-01-17,11431.099609,11678.0,9402.290039,11188.599609,11188.599609,18830600192,0.12898469168453972,0.4307955458212435
2018-01-18,11198.799805,12107.299805,10942.5,11474.900391,11474.900391,15020399616,0.1436116885382625,0.42902668228907725
2018-01-19,11429.799805,11992.799805,11172.099609,11607.400391,11607.400391,10740400128,0.12156816318699197,0.42387235146583885
2018-01-20,11656.200195,13103.0,11656.200195,12899.200195,12899.200195,11801700352,0.14013806325541678,0.42418891806806497
2018-01-21,12889.200195,12895.900391,11288.200195,11600.099609,11600.099609,9935179776,0.11628473135087963,0.4006455956691806
2018-01-22,11633.099609,11966.400391,10240.200195,10931.400391,10931.400391,10537400320,0.13711149526379776,0.4248555612506312
2018-01-23,10944.5,11377.599609,10129.700195,10868.400391,10868.400391,9660609536,0.13008299083269673,0.43149096935743997
2018-01-24,10903.400391,11501.400391,10639.799805,11359.400391,11359.400391,9940989952,0.1236371505862785,0.4147658435449133
2018-01-25,11421.700195,11785.700195,11057.400391,11259.400391,11259.400391,8873169920,0.12019412402186792,0.39975133374980937
2018-01-26,11256.0,11656.700195,10470.299805,11171.400391,11171.400391,9746199552,0.1327788939437967,0.4116161134610791
2018-01-27,11174.900391,11614.900391,10989.200195,11440.700195,11440.700195,7583269888,0.12002508223684209,0.4227605424546214
2018-01-28,11475.299805,12040.299805,11475.299805,11786.299805,11786.299805,8350360064,0.10663882854755158,0.4263260201980654
2018-01-29,11755.5,11875.599609,11179.200195,11296.400391,11296.400391,7107359744,0.1493688478310189,0.4422874623751817
2018-01-30,11306.799805,11307.200195,10036.200195,10106.299805,10106.299805,8637859840,0.10914857294551977,0.4322918838079758
2018-01-31,10108.200195,10381.599609,9777.419922,10221.099609,10221.099609,8041160192,0.11277623595968504,0.4122752406486974
2018-02-01,10237.299805,10288.799805,8812.280273,9170.540039,9170.540039,9959400448,0.11435477931460074,0.43618461595384667
2018-02-02,9142.280273,9142.280273,7796.490234,8830.75,8830.75,12726899712,0.11831372279011396,0.43659248829670977
2018-02-03,8852.120117,9430.75,8251.629883,9174.910156,9174.910156,7263790080,0.1327770729898207,0.45530411368216245
2018-02-04,9175.700195,9334.870117,8031.220215,8277.009766,8277.009766,7073549824,0.11317686931804578,0.4413158454834925
2018-02-05,8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984,0.13329441979764725,0.4990207350262472
2018-02-06,7051.75,7850.700195,6048.259766,7754.0,7754.0,13999800320,0.15126660991114696,0.5079681740670752
2018-02-07,7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000,0.11353094840285034,0.4015698100324537
2018-02-08,7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464,0.1840466481676449,0.42726380069150105
2018-02-09,8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224,0.1457364324066823,0.4345840275332383
2018-02-10,8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256,0.11441379954633997,0.41002053525063475
2018-02-11,8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824,0.10870888372138371,0.4101106128856129
2018-02-12,8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808,0.11048166353528027,0.3918379452611686
2018-02-13,8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872,0.09435578229792203,0.4075780011069312
